COMMENT;VALUE
Kermaks, Keren maksimal!;POSITIF
Selalu memaksa update;POSITIF
Aplikasinya jelek, masa tiap mau dibuka harus perbaharui. Pdhal baru banget diperbaharui :(;POSITIF
Kurang memahami masarakat awam yang tak cukup ilmu.;POSITIF
Sangat membantu;POSITIF
Terlalu sering update padahal ya kayak gitu gitu juga fungsinya;POSITIF
Agar kita tetap sehat dan tahan terhadap covid 19. Dalam perjalanan kita tidak mendapat hambatan di jalan.;POSITIF
Tidak bisa di update/dibuka;POSITIF
Penting untuk melamar kerja;POSITIF
Aplikasi ini sangat membantu untk mempermudah kita dalam mendapatkan sertifikat vaksin :) Hanya saja mungkin org2 yg berkomentar buruk mereka tidak tau cara menggunakan apk ini 😒;POSITIF
Sebulan bisa dua kali minta update. Kmrn tgl 11 juni 2022 minta update sekarang tgl 18 jun 2022 minta update lagi. Aplikasi yang menyusahkan;POSITIF
Aplikasinya semakin bikin pusing;POSITIF
Kenapa kalo kita tak update versi baru ngak mau ke buka, pemaksaan kesanya, seperti vaksin🤣🤣🤣;POSITIF
Ni apk minta diperbaharui terus tujuan nya apa coba. Kalo ada fitur baru yang ingin diupgrade selesaikan secara keseluruhan. jangan tiap buka apk minta diperbaharui terus.;POSITIF
Konspirasi Apk Untuk Kepentingan Seseorangan, BUKAN MEMPERMUDAH. MALAH MEMPERSULIT, KELIHATAN TAMBAH HARI TAMBAH TERUS PEMBARUANNYA, NIAT MEMPERMUDAH RAKYAT ATAU GK JDI HARUS DI PERBARUI, APABILA TIDAK DI PERBARUI GK BISA DI BUKA (MEMAKSA SECARA TIDAK TERLIHAT);POSITIF
Sll minta di update klo tdk app akan mati. Stlh di update sertifikat vaksin (sdh lengkap 3 sertifikat) hilang semua dan mau klaim lg malah susah. Tlng harus bagaimana untuk klaim sertifikat?;POSITIF
Bersifat positif;POSITIF
Sudah cukup baik;POSITIF
pembaruan mulu;POSITIF
Akurat, tepat dan cepat;POSITIF
Lingkungan nyaman adalah dambaan setiap insan;POSITIF
Terlalu sering minta diperbaharui dan menyusahkan apa bila mau masuk kerja suruh update dulu;POSITIF
Maksa bgt kudu d update bru bs dbuka👎;POSITIF
Loading dan muter terus gk bsa di buka;POSITIF
diriku puas dgn aplikasi ini. alhamdulilah! memudahkan urusan saat memandu clients tourist² domestik saat ke Yogya,Bromo,kawah Ijen & Bali. 💚🎶;POSITIF
Apl butut update trus;POSITIF
download aplikasi ini krna trpaksa. ini apk pemerintah malah kesanya d buat bisnis, memaksa untuk update klo ga d update ga bisa d buka. ga seperti dulu lgi ni apk;POSITIF
Knpa skrg aplikasinya susah yah.... Mau msuk lewat hp lain sllu gagal pdhl sdh msukin sesuai permintaan dr aplikasi... Bagus pas awal awal aplikasinya... Maap sy krg puasss 😌;POSITIF
Memberikan kemudahan;POSITIF
Tolong di permudahkan Mau download nya butuh waktu lama Tidak sesuai dengan kebutuhan;POSITIF
Alhamdulillah sy sdh ikut program kesehatan. Sdh vaksin yg ke 3.;POSITIF
Tidak ada hanbatan;POSITIF
Setelah di update aplikasi ini tambah jelek. Saya tidak bisa cek sertifikat vaksin saya padahal saya sudah vaksin 3 kali.;POSITIF
Teralu ribet dn mmbingungkan knp g yg simple j,,,jd bs djangkau oleh yg awam,,,,;POSITIF
sangat membantu;POSITIF
Baik sekali;POSITIF
Ribet kalo mau input tanggal lahir;POSITIF
Parah banget apps nya, msukin tgl lahir nya hrus bnyak ngeklok panah,;POSITIF
Sangat bagus bosku ndang ndowload;POSITIF
Perjalanan;POSITIF
Kbnyak update. Kasian driver online. Tiap hari update ngabisin paket data;POSITIF
sertifikat 1 & 2 blm juga ada, padahal sudah vaksin 1 & 2.. ruwet ruwet ruwet;POSITIF
"Nyuruhh di perbarui , giliran pas di unduh loadingg muter"" berjam jam 😠😠😠";POSITIF
Tidak bisa di download di hp oppo A37F lagi;POSITIF
update mulu ribet;POSITIF
Mantep si, kalo terjadi bug jg wajar cuma ukuran 5 mb apknya;POSITIF
Mantapppp👍saya suka sekali,sangat bagus tampilanya.;POSITIF
Hadehhhh update doang tapi malah bikin lemot aplikasinya sendiri, Kocak!;POSITIF
Sekelas Kementerian bikin aplikasi tujuannya baik tapi malah menyusahkan. Sampai sekarang belum bisa Vaksin krna NIK saya sdh digunkan orang lain. Sudah lapor Emai juga sampai sekrang blum bisa;POSITIF
Sangat bermanfaat;POSITIF
"Tiap buka sllu suru upgrade"" trus hadehhh ini gmna ya tolong di perbaiki dan di fiks kan";POSITIF
gak jelas, diminta update tp diupdate ndk bisa. Maksudmu opo...??? klo system n software blm bagus ndk usah banyak mintanya (diupdate). Kmren gtu2 ja juga ndk ada mslh kn ??? biasa ae yg pnting faedah berguna ndk ribet !!!;POSITIF
Cepat dan akurat Makasih peduli lindungi;POSITIF
Saya gak pernah tahu gimana ini aplikasi dibikin seribet itu, mau unggah aplikasi dari luar negri saja berbulan2 tetap tidak bisa muncul diaplikasi. Susahnya;POSITIF
Mengesalkan slalu mnta update da gitu lemot lagi hadeeeuuuuuh capek deh;POSITIF
Mudah dan jelas;POSITIF
Semakin bergantinyah tahun, semakin diriku ini terus berjuang;POSITIF
Sedikit2 pembaharuan. Aplikasi sampah;POSITIF
apk apaan ini, udah daftar nomer otp nya gak bisa. gak jelas sumpah gak jelas;POSITIF
Aplikasinya Bagus dan Bermanfaat.;POSITIF
Cukup baik dan lancar;POSITIF
Appk nya bosok ngak karuan minta nya di perbarui trus;POSITIF
Pertahankan dan Tingkatkan 👍🏼👍🏼👍🏼;POSITIF
Kok jadi gini ya setelah di update. Pas cek sertifikat vaksin malah tidak ada, malah disuruh klaim. Padahal dulu2 langsung muncul sertifikat vaksinnya;POSITIF
Sangat membantu...;POSITIF
Sangat menyusahkan dengan segala pembaharuan yg nyatanya sulit untuk di akses;POSITIF
Sangat bermanfaat;POSITIF
Kok terus di perbaharui aplikasi ini;POSITIF
Kebanyakan d sruh perbarui;POSITIF
Cuxxxx....aplikasimu....buat susah aja....maunya apa updated lg....pdhl 2 hari yg lalu sdhdiupdate....;POSITIF
Belum 1 bulan minta di perbarui.keseringan perbarui.tidak memuaskan;POSITIF
Bertele tele;POSITIF
Banyak ini itu mandang handphone banget gk semua manusia punya duit.;POSITIF
Semoga pelayanan nya bisa lebih baik;POSITIF
Selalu memaksa untuk uograde maslah klau memery full kyk gini harus hous beberapa aplikasi lain 👎;POSITIF
sertifikat vaksin ga jelas, jelas2 sya sudh vaksin 2 kali, kok iya di aplikasi i i sya cuma sekali, hadehh, ribet banget pake beginian, ngebuat orang kesel aja;POSITIF
Sudah vaksin 3x , sertifikat sudah 3 tapi status masih dosis kedua, tanya kenapa?;POSITIF
Aplikasi kok memaksa di update terus....;POSITIF
Kok jadi minta diupdate terus ya? Kalo mau masuk ke kawasan kerja harus wajib scan, pas lagi buru² mlh minta diupdate dan itu memakan waktu yg lama😭;POSITIF
Knpa skrng aplikasi ini susah di donlot ya katanya harus wajib coba tolong perbaiki aplikasinya jangan lemot;POSITIF
Mantap.tiap kali buka pasti suruh memperbarui.buat kerjaan orang saja;POSITIF
bguz sekali;POSITIF
Baik dan Sangat mendukung kesehatan kita Rakyat Indonesia;POSITIF
Tiap minggu perbarui,aplikasi ngak jelas;POSITIF
Mohon untuk tidak selalu diupdate karena makan memori hp;POSITIF
Setiap dibuka selalu minta update;POSITIF
Aplikasi Paksaan 🤣;POSITIF
Keseringan updet ribet banget;POSITIF
Tolong dong jangan diperbarui terus kalo lagi ada kepentingan/buru-buru jadi repot banget 😭;POSITIF
Kenapa tidak semua hp bisa ya??Oppo F1S kenapa tidak bisa buka?;POSITIF
Aplikasi ga guna....;POSITIF
Banyak update gak jelas;POSITIF
Okay semakin improve aku ganti ke bintang 5;POSITIF
Sangat baik dan menyenangkan, mempermudah kita juga;POSITIF
Bagus saya beri bintang 5. Tapi mohon kepada pihak defalofernya untuk menambahkan mode gelap ke aplikasi peduli lindungi Terima kasih;POSITIF
Sangat membantu;POSITIF
Aplikasi tidak berfungsi dengan baik update muLu merugikan rakyat keciL pemborosaN;POSITIF
Aplikasi ini sangat baguss;POSITIF
Aplikasi ini sangat membantu saya;POSITIF
Minta update nya selalu di moment gak tepat. Menyulitkan;POSITIF
Mengisi pada kolom pemeriksaan data NIK selalu tidak bisa, dengan alasan NAMA TIDAK VALID. Padahal mengisi data sudah sesuai dengan data yg ada disdukcapil dan di Fisik KTP-EL. Apakah data di sistem belom sinkron dengan data DukCapil?;POSITIF
Cukup membantu;POSITIF
Ribet mau mengklaim sertifikat doang juga,;POSITIF
Kalau ga diupdate gabisa masuk;POSITIF
Aplikasinya menuntut buat diupdate terus, kalau ngga diupdate aplikasi ngga bisa dibuka. Mohon ya perbaiki;POSITIF
Ini aplikasi game online atau apa?cuma di pake scan barcode aja tp sering kali minta update!;POSITIF
dikit dikit harus update,memaksakan banget;POSITIF
Membantu mengingatkan penting nya protkes;POSITIF
Aplikasi gk jelas, sering bgt minta pembaharuan Sudah di perbaharui ttapi gk bisa di buka Baru di pakai barkot masuk tidk lama ke luar sendir;POSITIF
Maksa suruh up padahal LG buru2;POSITIF
Nanti bulan july pasti update lagi aplikasi nya,,,;POSITIF
Terlalu banyak update apakah harus 1bulan update 20x;POSITIF
Aplikasi asuuu pemaksaan;POSITIF
"Buka aplksi dikit"" sruh memperbarui trus udah dperbarui login mlah lemot";POSITIF
Aplikasi yg memaksa setelah di perbarui lemot ga bisa buka sertifikat kalau bisa ga akan kasih bintang maksa bikin aplikasi tapi blm bisa jadinya ancurrrrrrrrrrrrrrrrrrrrr;POSITIF
Kenapa si klo udah di upgrade blm lmaa sruh upgrade lgi 😩;POSITIF
Aplksi ribet Baru kmrin d perbaharui mnta lagi perbaharui Covid udah ga ada oge harus pake ini ke mall;POSITIF
Kok kartu vaksin saya hilang terus ya kak;POSITIF
Sangat memuaskan;POSITIF
Ribet!! Maksa update, UI nya belibet.;POSITIF
Langkah Login dan verifikasi perlu disederhanakan/smart.;POSITIF
Minta di perbaharui.. Abis diperbaharui malah ga bisa dibuka..;POSITIF
Bagus mantap mendukung program pemerintah;POSITIF
apk ra membantu blas malah marake ribet pehh;POSITIF
Aplikasinya mantul. 👍👍👍👍👍👍;POSITIF
Kok sulit sekali untuk perbaharui tolong donk pe ting kan klo buru2;POSITIF
Memudahkan;POSITIF
Kenapa tiap mau buka aplikasi selalu saja minta di perbarui terus?!! Bikin susah aja nihh aplikasi..;POSITIF
Setiap mau digunakan pasti minta di perbarui menghambat;POSITIF
Sangat membantu;POSITIF
Kebanyakan update;POSITIF
Nyampah banget minta diuupdate mulu;POSITIF
Kenapa sih setiap di buka harus di perbaharui aja..;POSITIF
Aplikasi yang menyusahkan saja selalu harus di update, kembalikan seperti semula aja yang engga ribet selalu update saja, hari ini update hari berikutnya juga akan update lagi. Heran sama aplikasi yang sekarang. Bukannya membantu malah menyusahkan.;POSITIF
Saya kecewa!!!! Sebelumnya pakai android versi 5 bisa, update'an terbaru minimal versi 6. Memang mudah bagi orang yg memiliki finansial lebih untuk ganti ke Android yg versi terbaru. Tapi bagi yg belum bisa beli Android versi terbaru gimana dong? Padahal ini aplikasi sejuta umat indo dan diperlukan dalam berbagai kepentingan!!!;POSITIF
Peduli lindungi adalah suatu wadah di mana kita sebagai WNI yg baik dan taat kepada peraturan pemerintah . Di sini kita di lindungi dengan adanya vaksin supaya tubuh kita kebal dengan virus dan penyakit'yang akan membuat tubuh kita sakit,maka kita di anjurkan untuk vaksin, Alhamdulillah dengan doa dan usaha kami bisa terindungi dengan program ini,terima kasih Allah terima kasih kepada orang sudah berbuat baik dengan ada nya program ini. Smoga kita selalu di lindungi Allah SWT, Aamiin 🤲;POSITIF
"MLS bngt klo harus terus"" di perbaharui";POSITIF
Aplikasi nya menguras waktu selalu minta di perbaharui terus😫;POSITIF
Sy baru mau mualai Mf klo sy kasi dua bintang;POSITIF
Kenapa sering memperbarui;POSITIF
Vaksin ke-3 booster tgl 25 februari ko saya belum keluar sertifikatnya, padahal temen saya sudah keluar!!!!!!!!!!!!!!;POSITIF
Bintang satu banyakan update;POSITIF
Bentar bentar update;POSITIF
Aplikasi yg menyusahkan pengguna Sering minta diupdate;POSITIF
Sudh vaksin booster tpi sertifat tidak muncul jga??? Sedngkan istri vaksin ke 1 hari ini jga udah muncul sertifikatnya,,,, tolong di bantu bapa/ibu ... udh sakit ngerasain booster tpi ga dapet sertifikat;POSITIF
Parah nih, disuruh perbaharui terus tapi pas diklik perbaharui gabisa2, mau nya gimana sih aplikasi ini bikin ribet aja.;POSITIF
Terlalu memaksa buat update.. Updatenya juga ga jelas fitur apa yg diperbarui;POSITIF
Ini gimana sih aplikasi minta pembaruan mulu,,,, giliran di perbarui loadingnua lama, padahal data internet ada, signal juga bagus, tp kok lama sekali gak bisa bisa, padahal sekarang pemerintah mewajibkan pake app ini kalo mau check in ke manapun,,, ah sudahlah susah;POSITIF
Sangat membantu;POSITIF
Pembaruan mulu;POSITIF
Apa sih update teruss.;POSITIF
Terima - kasih......, lindungi dari peretas..;POSITIF
slalu minta update terus, mengkesal👎🏻😾;POSITIF
Aplikasi nya sangat baik;POSITIF
Lancar dan baik;POSITIF
Sangat membantu;POSITIF
Sampe kapan kita harus pake aplikasi bisnisan pejabat kaya gini?;POSITIF
Sangat bermanfaat Buat perjalanan jauh Trimakasih peduli lindungi;POSITIF
Apk yg paling bagus . Ufdat Mulu;POSITIF
Sering hang kalo hujan;POSITIF
Aplikasi memaksa di update;POSITIF
Plis dong kenap ne aplikasi gak bisa d downlod;POSITIF
Selalu minta update padahal jarang digunakan;POSITIF
Nga bisa di perbaharui😥;POSITIF
Saya sangat membantu;POSITIF
Mari kita coba untuk mati;POSITIF
Peduli kok lindungi. Hahay iri bilang booz;POSITIF
maaf min, saya lebih memilih dari tokped lebih simple untuk login;POSITIF
Minta update mulu!!! Tidak bisa dibuka kalau tidak update!!;POSITIF
Update mulu bosen;POSITIF
Saya bahkan tak bisa perbaharui .saya coba uninstall lalu instal ulang jg tak bisa .makin kacau;POSITIF
Kebanyakan di perbarui;POSITIF
Bermanfaat utk mengais rejeki;POSITIF
Sangat jelas data kesehatan nya;POSITIF
Aplikasi sanggar membantu informasi vaksin;POSITIF
Covid kapan kelarnya ini, pertama kli aplikasi yg w hapus saat covid ngg ada lagi, aplikasi ini yg w hapus. Karna maksa untuk updte trus.;POSITIF
nggak niat bikin aplikasi, nggak bisa dibuka padahal sangat penting buat syarat pengurusan birokrasi di negara ini;POSITIF
menyebalkan pakai ini;POSITIF
Minta updatr terus;POSITIF
Aplikasi yang selalu minta di perbaharui... Aplikasi yang seharusnya tidak ada;POSITIF
Sangat bermanfaat;POSITIF
Belum lama update dah minta lagi;POSITIF
Dikit2 kok perlu di update... Ribet bgt;POSITIF
Minta pemabaharuan mulu buat apa coba ngabisin kuota doangmakan waktu lagi;POSITIF
Terlalu sering minta perbarui,,pake harus pakai wfi jg;POSITIF
Apk sangat buruk Apk gk jelas;POSITIF
Lambat, jika tdk di update tdk bisa dibuka;POSITIF
Maksa untuk update;POSITIF
Sangat membatu;POSITIF
Berfungsi dengan baik;POSITIF
Sue minta di perbarui trus;POSITIF
Knp aplikasi minta di update trss;POSITIF
Aplikasi memaksa update.pas mau di buka masuk ke sesuatu tempat yg harus memakan wktu buru2 malah ga bisa. Giliran di apus download ulang malah ga bisa loading terus. Trs gmnh ini solusi nya segara di atasi!!!!!;POSITIF
Sangat baik n membatu;POSITIF
Tolong dong admin gimana sih aplikasi nya harus update mulu;POSITIF
Sering bgt update;POSITIF
Alhamdulillah kerja lancar;POSITIF
Sangat membantu sekali;POSITIF
Jangan mempersulit orang lain,kadang kadang perbaruinya;POSITIF
Minta di Update terus.. Membosankan, mendingan dihapus aja..;POSITIF
Kebanyakan update;POSITIF
Saya benci bgt ama ini aplikasi merasa dbutuhin jadi hmpir sbulan 2x perbarui...ehhh w jg terpksa krn mau k emall🤬🤬🤬🤬;POSITIF
Ya udah, terserah;POSITIF
Maksa banget pegn di prbaharui;POSITIF
Aplikasi yg sgt2 memaksa pengguna utk update terus menerus. Bikin kesal, mau gk mau hrs di update utk bisa di gunakan;POSITIF
Kebanyakan update;POSITIF
Emang bagus peduli lindungi ini;POSITIF
Aplikasinya cepat terbuka;POSITIF
Sampai kapan diupdate teroooooos;POSITIF
Aplikasi pemaksaan ini. Baru update kmrin masa hr ini hrs update lagi. Kl tdk, tdk bs di buka aplikasinya.;POSITIF
awal nya ngebantu, bisa ngescan scr offline,skrg tiap mau di buka apk ny selalu minta di perbarui, padahal uda di perbarui;POSITIF
Sudah bukanya;POSITIF
ingin berpergian jadi sulit karena update yang terlalu sering dan tidak bisa akses kalau tidak update. tolong bapak/ibu programer pemerintah, kami tidak ingin aplikasi ini tetapi kami harus. sunggung ironi. HIDUPLAH INDONESIA RAYA;POSITIF
Apasih minta update terus, yg diperbaharui jg apanya sih?? Maksa bgt ni aplikasi, bkin hbis memori, serba salah download ga download ni app;POSITIF
Jelekkkk selalu disuruh update terus mau buka disruh update lemot juga setiap mauu buka, kdg ngebug langsung keluar aplikasi anehh;POSITIF
Knapa kok sering banggt update baru 2 minggu. Kan jadi lamakl mo masuk ke mall apa kmna gitj;POSITIF
Kalau gak karena kerjaan pasti gak akan ke instal aplikasi ini. Terlalu banyak update.;POSITIF
setiap x mau pakai harus updet mulu;POSITIF
Aplikasi gak bermutu,,, setiap mau di buka harus di update,, kalau gak di update gak bisa di buka,,,SANGAT JELEK;POSITIF
Membantu untuk mendukung upaya tracking di Indonesia;POSITIF
Trimakasih sangat membantu ada nya aplikasi pedulilindungi;POSITIF
Tolong saat mempebaharui jangan pas saat mau digunakan. Ribet. Jika memilih tidak, itu artinya lagi butuh sekali. Jangan dipaksa memperbaharui disaat itu juga;POSITIF
Bagus dan membantu;POSITIF
Terpaksa download GK ada manfaat nya;POSITIF
"Sangat memaksa untuk orang buat update ini aplikasi.. ngeselin banget dikit"" munta update klu mau masuk mall mau gak mau scan dan mnta update..ngeribetin bgt..tolong dong jgn mentang"" ni aplikasi di butuhin..tapi mnta sllu di update klu mau di gunakan..! NGAMBIL KESEMPATAN BGT";POSITIF
Bagus, cuma tiap di kebuka , selalu minta pembaharuan;POSITIF
Bagaimana ini di minta perbarui serta di perbarui tidak bisa di instal;POSITIF
Sngat membantu apk pedulilindungi Smoga kdepan nya apk ini lebih bagus dan bnyak fitur2 playanan nya Trimakasih;POSITIF
Sangat membantu;POSITIF
Minta update, sudah klik update tp status tertunda trus. Gimana sih, pdhl gak lg update aplikasi lain. Pake kuota pake WiFi tetep gak bisa. Bintang 1 kl dah baik baru tambah bintang deh;POSITIF
Aplikasinya jelek susah banget buat klaim sertifikat, selalu error, bikin menyusahkan pengguna, percuma gua di vaksin, tapi nggak bisa claim sertifikatnya;POSITIF
Apk banyak di update trus. Apk emang penting .. membantu tpi Jangan tiap bulan update trus.;POSITIF
Applikasi jelek Banyak error Sama kyk penciptanya No korona;POSITIF
Protokol kesehatan masih di berlakunya,, Alhamdulilahi...terutama dirumah sakit, pusat perbelanjaan dll.;POSITIF
Mempermudah monitoring vaksinasi terutama sertifikatnya bila sewaktu waktu dibutuhkan;POSITIF
Skrg sudah bagus;POSITIF
Aplikasi sekarang sangat sulit bangey, untuk mendowloat sertivikat yang tertunda aja salah masukin data terus padhal di cek sudah benar semua.;POSITIF
"Assalamualaikum ""Knpa peduli Lindungi.koq GK bsa di buka ea...pening aq jdi nya...tlong lah aq prlu";POSITIF
Sangat pembantu buat saya yang awam dengan media ini. 🙏;POSITIF
Aplikasi ga jelas. Upgrade mulu;POSITIF
Maunya di update terus, sangat menyusahkan;POSITIF
Bermanfaat sekali;POSITIF
Update terus yang di tambah sedikit sedikit aja dan gitu gitu aja. Cari duit banget;POSITIF
Harus upgrade terus ga maksimal;POSITIF
Bangsat...terus bae update;POSITIF
Bikin hp rusak, dikit dikit minta up;POSITIF
kebanyakan update gak efisien kalo mau scan ke mall karna tiba2 aplikasi minta update hadeh;POSITIF
Kebanyakan update;POSITIF
Sudah susah di akses . Setiap mau buka aplikasi ini mesti di perbarui melulu.. untung saja saya sudah cetak kartu vaksin ke 2 nya .. Tolong pihak terkait segera di benahi jangan hanya membebankan masyarakat yg mau bepergian yg syarat nya ini Itu.. padahal sudah sehat jiwa raga nya ...🙏🙏🙏;POSITIF
Alhamdulillah membantu;POSITIF
APLIKASI GAJE, DIKIT² UPDATE TEMPIK,. MAKSA AMAT;POSITIF
Harus update muku;POSITIF
Buat keperluan;POSITIF
Mohon dikaji agar apdate lebih mudah dan simple lagi;POSITIF
"Ra ceto.dilit"" kon perbarui.memori kebak bos";POSITIF
Perbarui terus baru seminggu;POSITIF
Selalu minta di Update dan jdi susah pakeknya;POSITIF
bagus dan membantu;POSITIF
"Aplikasi sarat aplikasi memaksa,dikit""2 pembaruan.giliran mu di pake ga bisa.";POSITIF
Sangat berguna;POSITIF
Update Mulu tidak ada filtur barunya;POSITIF
Gabisa akses sertifikat, padahal data vaksin sudah bener semua. Sering minta pembaruan!;POSITIF
Ribet Dikit2 hrs update muluuu! Org mau Buru2 juga!;POSITIF
kenapa ini sering update;POSITIF
Pengusian tanggal lahir tidak bisa otomatis;POSITIF
Aplikasi yg buruk sebentar2 minta update;POSITIF
Pemaksaan kalau suruh update🤦🤦🤦;POSITIF
Sangat bermanfaat;POSITIF
Selalu minta pembaharuan tidak efisien merepotkan tolong dibuat agar nyaman digunakan;POSITIF
Lama banget updatenya;POSITIF
g sampe berdiri di dpn pintu mal buat update klo ga ga bisa masuk.. aplikasi preeetttt;POSITIF
Cukup memudahkan;POSITIF
Maksa suruh update;POSITIF
Brengsek mau dipake buru malah minta update....;POSITIF
Kebnyakan update. Saat lg buru2 hrus apdate trs;POSITIF
Sangat membantu semua termasuk saya terima kasih;POSITIF
Opung tol*l;POSITIF
Gatau knp lagi buru2 suruh diperbarui 🤨;POSITIF
minta update terus padahal ga guna.;POSITIF
Belum lama diperbarui udah perbarui lagi;POSITIF
Amat sangat membantu sekali;NEGATIF
Buruk , udah vaksin 2 kali tapi tidak mendapatkan sertivikat;NEGATIF
Sangat cepat update terbaru nya.;NEGATIF
"Apk bagus !!!!!!?!!?!!?!!?;!?!! Bener bagus";NEGATIF
Selalu salah saat ingin claim sertifikat vaksin,jenis vaksin yang salah padahal sudah benar,captcha sudah benar tapi dibilang salah juga,tanggal vaksin yang salah padahal sudah jelas jelas benar;NEGATIF
Sangat membantu;NEGATIF
Sangat membantu;NEGATIF
Ini gimana sih cara download nya dari kemarin kok tertunda terus padahal internet saya lancar² aja Ini gimana,mau di print kan,saya udah 2 kali vaksin lohh Tolongg jawabb!!!!!!!!;NEGATIF
Kok makin di upgrade makin jelek ya Satu account 1 sertifikat doang? Tadinya bisa untuk 2-4orang loh.;NEGATIF
Aplikasi yang membantu keuangan pemerintah. Lalu pekerja ritel seprti kami yg hanya spg spm. Setatus kontrak jika positif(istrahat 15harinkerja atau5hari) ..dari antigen dan aplikasi tertera saat ini.aplikasi ini mempersimpel membunuh kami.karena perusahaan tidak mau memakai kami lagi.banyak sudah yg habis..kami sedih tolong kami tolong nasib kami;NEGATIF
Mau klaim sertifikasi vaksin eh captcha aku bukan robot aku pilih yg bener eh gak bisa;NEGATIF
Bagus. Sangat membantu.;NEGATIF
Banyak manfaat ya;NEGATIF
oto tidak muncul di sms;NEGATIF
Tolong verifikasi untuk sms jangan terlalu lama;NEGATIF
Halo, saya sampaikan kendal disini karen sdh cob email tp tidak ada balasan sampai sekarang... Jd di aplikasi saya ada 2 nama pdhal pada saat vaksin nmr telp tidak mencantumkan nmr sya, kemudian nama twb divaksin 2 blm genap 6bln tp sudah ada tiket vaksin 3, sedangkan saya pemilik user aslinya sdh 6 bulan setelah vaksin 2 tetapi blm ada jadwal vaksin 3...ini bagaimana ya? Kok malah terbalik?? Terimakasih mohon responnya;NEGATIF
Data vaksin saya salah di tg lahir, tahun😠;NEGATIF
Sangat membantu;NEGATIF
Bukti karna sudah vaksin;NEGATIF
udah di perbaruiii tapii ngak bisa di bukaa 😕😕😕 . gimnaaa siii garaa2 ngak bisaa scan jdi di tahan ngak bisaa msuk kerjaaaa 😥😥😠;NEGATIF
biar cepat di ingat;NEGATIF
Lhaa tidak bisa scan barcode.. Wkwkwk;NEGATIF
Bagus untuk saat ini;NEGATIF
"Kenapa akun saya tidak bisa buat check in, dan sudah beberapa hari kalau mau kemana"" ribet harus scan dulu sedangkan buat check in nggak bisa. Sempet uninstall ulang tapi tetep sama nggak bisa buat check in kenapa ya....???";NEGATIF
Resing eror tidak bisa dibuka;NEGATIF
Itu kalo bisa yg tangal lahirnya di edit om..bukan kita geser2 sampai tahun 80 an..kelamaan;NEGATIF
Sya mencoba hubungi ke peduli lindungi itu susah gak nyambung. Dan staus di aplikasi ini sampai skrg status saya masih positif padahal saya sudah tes dan hasilnya negatif;NEGATIF
Dengan klik peduli lindungi ,mempermudah perjalanan ke mana - mana .;NEGATIF
Sy sdh vaksin pertama dan yg kedua tp knpa sertifikat nya hnya ada yg pertama dan yg kedua smpai skrng blm ad jg sertifikat nya trs bagaimana ???;NEGATIF
Aplikasi mudah di pahami;NEGATIF
Kecewa, masa saat mau di buka aplikasi nya langsung kluar lg. Sdh di instal ulang tp pas mau scand barcod malah gagal juga. Gimna sih.;NEGATIF
Lemot parah sering error;NEGATIF
Kenapa saya tidak bisa mencetak sertifikat vaksin saya padahal sudah bener semua mulai dari nama,nik dll Sampe sekarang gak bisa dari bulan Agustus 2021;NEGATIF
Wow amazing koq bisa ngerti ya;NEGATIF
daftar gagal trus udh ganti no hp jg ..;NEGATIF
Tdk bs login, Kode OTP terkirim via sms 3 menit, sedangkan masa berlaku OTP hanya 2 menit..;NEGATIF
Sangat membantu;NEGATIF
Partner nya banyak, kerjanya gak bener sertifikat aja gak keluar kluar;NEGATIF
setelah update aplikasi tidak bisa scan barcode.;NEGATIF
Semoga aman datanya ya;NEGATIF
Assalamualaikum. Maaf kenapa klu z masuk d aplikasi ini truz sdh msukkan no HP/email tdk mau. Itu hsilx ad wrn merah;NEGATIF
Sangat membantu;NEGATIF
Tidak ada cara ganti no hp krn no hp saya yg lama uda hangus;NEGATIF
Aplikasi tiba2 tidak bisa di buka;NEGATIF
Susah drubah data sertifikat yang tidak sesuai antara vaksin yang didapat dan sertifikat yang muncul.;NEGATIF
Mohon maaf, saya sudah vaksin tapi sertifikat vaksin kedua saya belum keluar. Ada masalah apa ya? Saya lagi butuh cepat sertifikatnya buat perjalanan jauh.;NEGATIF
Baus adanya aplikasi ini;NEGATIF
Mau donwload sertifikat malahan verifikasi gambar ga jelas;NEGATIF
Saya beri bintang⭐ 5 top markotop 👍;NEGATIF
Sudah divaksin 2 kali tapi di peduli lindungi masih warna kuning padahal sudah lama vaksin ke-2 itu. Padahal Sertifikat vaksin nya juga sudah muncul 2 kali vaksin. Jadi piyo toh ?;NEGATIF
APLIKASI GAK GUNA, NYUSAHIN, BIKIN MALU. VERIFIKASI APALAH ANYUR!!! GEBLEK.;NEGATIF
Good bru lagi aplikasi nya;NEGATIF
Tolong perbaiki lagi aplikasi nya;NEGATIF
Dengan adanya aplikasi peduli lindungi interaksi di tempat2 umumk lebih baik lagi sgi;NEGATIF
Iiiiih knp aplikasinya jelek bangetttttttt😡😡;NEGATIF
Apknya bagus banget!!!!!!!!;NEGATIF
Aplikasi apa ini. Jelek amat. Sudah 6 bulan vaksin, tapi data belum juga masuk. Sekalinya ada, sertifikat atas nama orang lain. Kok bisa? Kalau amatiran suruh kerja ginan emang hasilnya sampah.;NEGATIF
Mantap.Aplikasinya sangat membantu.;NEGATIF
