COMMENT,VALUE
aplikasi peduli lindung bantu info masalah covid ,NEGATIF
sy sda buka cek sertivikat sy gak muncul,NEGATIF
manfaat,NEGATIF
simpel praktis pergi pulau seprti karna kerja nya slalu,NEGATIF
terima kasih muas,NEGATIF
klaim sertifikat vaksin terang nya vaccine date is not match udh masukin tanggal sesuai pas vaksin coba tanggal     terang nya nanya wa nya gak butuh sertifikat nya solusi nya gimana,NEGATIF
error tgl       mohon baik lahh error gin sihh gimana kalo masuk kerja besok scan barcode tpi ndak,NEGATIF
riwat jalan berangkat pulang kerja hasil check in pos satpat pulang sulit terkadang check out otomatis sulit ketikka hasil check out nya riwatan jalan,NEGATIF
tolong baik aplikasi nya maaf trus,NEGATIF
aplikasi yg jelek utk pasu tanggal lahir aja bikin kesal,NEGATIF
ramah bintang ,NEGATIF
sertifikat gak d vaksin,NEGATIF
manfaat,NEGATIF
aplikasi bangsa spesial kurang mesti layak bikin uang negara habis,NEGATIF
selamat malam aplikasi kurang klaim sertifikat scand wide gk,NEGATIF
bagus tingkat,NEGATIF
aplikasi buruk yg aq temu iya pas isi formulir isi tanggal lahir geser kalender   yg masuk tuh nya pake ketik aja parah,NEGATIF
aplikasi peduli lindung macet susah check in,NEGATIF
bantu,NEGATIF
bantu msk area,NEGATIF
vaksin gak vakin april anehhhh,NEGATIF
gmn gk bsa download apk ny sya btuh krj,NEGATIF
bantu cegah tular corona virus,NEGATIF
aplikasi peduli lindung buka ya,NEGATIF
donlod aplikasi peduli lindung kenapaaa bsa buka aplikasi nya,NEGATIF
app lembuttsss ampe jempol kriting neken pointer utk masukin tgl lahir aja hehhhh capx,NEGATIF
aplikasi cerdas saat pandemi,NEGATIF
jelek sanagat jelek,NEGATIF
hallo perihal vaksin booster tiga teman vaksin agustus undang vaksin booster   undang vaksin juli terimakasih,NEGATIF
mohon maaf tidak nyaman nya,NEGATIF
vaksinasi liat,NEGATIF
jgn takut tuk vaksin       percaya kl perintah usaha tuk yg baik rakyat sehat,NEGATIF
susah klaim sertifikat vaksin hp ampe ngeleg,NEGATIF
habis update ko mlh gx bsa d buka knfa,NEGATIF
  kali mendoanload ulang trap berhasiil doanload,NEGATIF
masuk verifikasi kak,NEGATIF
efektif moga baharu,NEGATIF
aneh banget nye scan daftar akun nik tanggal lahir gak sih pakai ktp umur   yakali pakai ktp mohon baik,NEGATIF
bintang   klaim sertifikat vaksin muncul captcha salah captcha nya udah centang biru pas klik captcha potong samping gak klik verifikasi captcha cari tanggal lahir tolong rubah metode geser nya     butuh cepet gue tuh mau sat set sat set gitulooh tunggu baharu nya sekian terima gaji,NEGATIF
cepat merespon,NEGATIF
coba pakai aplikasi mudah mudah bagus,NEGATIF
tolong jgn dikit   baru,NEGATIF
gagal apps check in gagal jaring normal tpi check in,NEGATIF
bantu,NEGATIF
bagus bantu,NEGATIF
mohon pedulilindungi baik tanggal lahir cari orang tua baik yah gampang ribet yah kalo ganti tanggal ketik oke udah gitu aja,NEGATIF
,NEGATIF
warning bagus,NEGATIF
bantu lindung tingkat waspada,NEGATIF
cepat informasi c  liput pribadi internal lingkung eksternal,NEGATIF
bagus mudah penggunaanya,NEGATIF
aplikasi bantu,NEGATIF
apk sampah klaim sertifikat vaksin aj msti ngisi data sedetil bgt nik aj udah,NEGATIF
aplikasi bagus,NEGATIF
pelayananya bagus,NEGATIF
min tolong bantu sertifikasi vaksin   ko muncul jg apk peduli lindung udh vaksin   kemarin   september,NEGATIF
mohon maaf kartu vaksin blm skrng vaksin  dgn ayah ayah sertifikat vaksin klaim sertifikat muncul klik verifikasi gambar mohon cepat baik sertifikat nya d butuh sekian terima kasih,NEGATIF
bantu dlm kait dg covid,NEGATIF
coba buka aplikasi sertifikat gk langsung out kluar hhmmm,NEGATIF
peduli lindung buka hp udah ulang kali didownload coba install ulang hasil tolong bantu,NEGATIF
bagusss banget seriuss deh,NEGATIF
kalo warna qr hutam ubah jd hijau nyata negatif tunggu warna qr hijau,NEGATIF
ga udah vaksin   aja sertifikat dosis   yg   hilang tau mana kerja sertifikat vaksin bukti kartu fisik ga orang pabrik gimana nie ga gin,NEGATIF
bantu,NEGATIF
bantu,NEGATIF
sertifikat vaksin ga muncul aplikasi ya vaksin   kali  ,NEGATIF
cakep tingkat rua cepat aman aplikasi moga masyarakat indonesia lindung covid,NEGATIF
jalan vaksinasi cofid   bln april     kali nya varian variant booster bln proses pe layan sehat variant suntik booster,NEGATIF
aplikasi nya ga update error,NEGATIF
minggu orang tua aja ya biar parah nih orang bikin emosi mudah senin mata kuliah jam jam set alarm cek info lengkap batas dunia nyata iya suka banget ya pribadi romantis suka banget ya pribadi romantis album jakarta barat gue ya allah aja nih orang bikin emosi mud,NEGATIF
maaf ya pas scan gambar,NEGATIF
iya sy lengkap vaksin sekrang muncul setifikat vaksin data lengkap,NEGATIF
good dah cepat cekinnya ganggu,NEGATIF
cepat muas,NEGATIF
mo vaksin dosis     tpi ngga muncul sertifikat dosis   dosis  nya,NEGATIF
mohon bantu download apk masuk tanggal lahir klaim sertifikat vaksin langsung ketik mohon baharu langsung ketik,NEGATIF
bantu,NEGATIF
ribet sih aman kesalamatan wajib,NEGATIF
vaksin  peduli lindung,NEGATIF
aplikasi ganggu lelet karna aplikasi bodoh,NEGATIF
ayo vaksin vaksin halal jaga prokes,NEGATIF
aplikasi tambah kerja,NEGATIF
terima kasih manfaat check in jalan,NEGATIF
alhamdulillah aplikasi bantu terima kasih pedulilindungi,NEGATIF
bantu nik no telepon sesuai daftar vaksin masuk nik tera langsung sertifikat vaksin laku,NEGATIF
login mohon baru apk nya,NEGATIF
bagus sertifikat vaksinasi,NEGATIF
aplikasi tolong baru isi tanggal lahir tanggal vaksin kalo isi manual meng klik satu scroll aplikasi tsb jalan lot jaring internet mohon revisi aplikasi pakai rakyat indonesia mohon mudah,NEGATIF
aplikasi bapuk login cek verifikasi email pagenya tutup musti login parah tim itnya ga becus bikin apps,NEGATIF
check in usaha gak buka aplikasi nge bug gitu udah   susah kalo mana suruh barcode buka aplikasi gak tolong solusi,NEGATIF
manfaat bnget aplikasi terimakasih yg nya,NEGATIF
senang salah   akses pergi kota negeri,NEGATIF
aplikasi bagus,NEGATIF
apk nya guna banget pergi seko makasih pedulilindungi,NEGATIF
aplikasi ubah tanggal lahir kali ulang suruh coba esok,NEGATIF
error buka aplikasi,NEGATIF
bantu,NEGATIF
buka hasil antigen aplikasi teruss,NEGATIF
senang aplikasi aplikasi bantu data pribadi terima kasih aplikasi peduli lindung,NEGATIF
error payah,NEGATIF
aplikasi yg peduli nyari tanggal aja sabar,NEGATIF
aplikasi buruk   kali vaksin status merah udah lengkap data sertifikat peduli lindung aja gak bikin sertifikat vaksin alas nya macem macem ngapain ngirim data vaksin kalo tetep gak bikin sertifikat,NEGATIF
selamat siang sy mohon bantu kali sy periksa sertifikat vaksin sy aplikasi henti sy smpe udh coba instal kali tp hasil ttp sy tdk sertifikat vaksin sy,NEGATIF
aplikasi sesuai janji kasih bintang terimakasih,NEGATIF
kominfo kemenkes kpcpen kah data duduk jg peran data,NEGATIF
bantu,NEGATIF
taik taik kucing kerja suntik fucek,NEGATIF
aplikasi standart kayak jaman jadul,NEGATIF
maaf aplikasi peduli lindung kali masuk ga muncul halaman utama ya kali diuninstall trs install ulang buka ya,NEGATIF
gimana ya update vaksin   nggak,NEGATIF
app gabisa login biasa kalo layan milin perintah buruk,NEGATIF
sertifikat vaksin   udh puluh kali cb ttp ngga bs download pdhl dt  yg mskkn sdh bnr,NEGATIF
tolong baik depan harap pas daftar login nomor telepon tenggang nik ktp kk biar mudah,NEGATIF
aplikasi jalan hp jadul sus android   mohon baik karna org milik hp baru,NEGATIF
brp org yg bayar ngebut bintang aplikasi number   woe,NEGATIF
bantu,NEGATIF
aplikasi update,NEGATIF
lapor   suruh vaksin hemm berat,NEGATIF
tiket   ya,NEGATIF
hrs lindung   m pakai masker cuci tangan jaga jarak,NEGATIF
pdhl sblm aplikasi baru sertifikat vakin muncul skrg tdk muncul sertifikat aneh bagus ribet,NEGATIF
tingkat,NEGATIF
udah daftar minggu g trs sampek kode verifikasi g muncul  y salah daftar,NEGATIF
mantap bantu,NEGATIF
akurat mudah,NEGATIF
masuk aplikasi peduli lindung mohon masuk,NEGATIF
alkhamdulilah bantu,NEGATIF
daftar gagal kasih bintang datar aja gk boro,NEGATIF
maju sukses jaya kemenkes ri serta jajaranya wa bil khusus tugas garda covid   tugas,NEGATIF
kasih bintang   aplikasi kali kalo ngesetting gps pas buka gmaps akurat kerja   kali user app,NEGATIF
pedulilindung sy suka bs ngecek hasil faksin sy keluarga jd tdk ush repot  ut tau ato lokasi faksin mudah telusur trmksih,NEGATIF
aplikasi hilang covid   ayo dounloud aplikasi pedulilindung,NEGATIF
update loading muter  trs slma   pdhl masuk data anak kl sdh ky gni gmn,NEGATIF
bagus,NEGATIF
halo pedulilindungi sy vaksin   kali tanggal   juli   agustus   sertifikat vaksin sy terima aplikasi aplikasi nya data data yg masuk nya mohon solusi nya sertifikat vaksin sy,NEGATIF
baru gabisa pake,NEGATIF
peduli lindung mudah pasuk area publik,NEGATIF
peduli lindung ad baik hasil vaksin bun sdh berapa perlu data pergi cek peduli lindung,NEGATIF
hadeuuu sampe kapannn mana kudu scan barcode,NEGATIF
tiwas download aplikasi peduli lindung lakok ra enek seng peduli blas,NEGATIF
suka loading mulu buka nya,NEGATIF
mantap bantu lancar aktifitas,NEGATIF
mohon bantu nya daftar vaksin kali nya daftar pedulilindungi nik nya valid gimana cerita nya,NEGATIF
alhamdulillah update sertifikat vaksin muncul applikasi muncul terimakasih,NEGATIF
nggak klaim sertifikat jelek banget aplikasi nya,NEGATIF
mohon baharu isi tgl lahir klik ratus x   an gak system yg gampang,NEGATIF
gak buka,NEGATIF
guna sy aplikasi bagus berkuwalitas,NEGATIF
moga lancar mudah amin,NEGATIF
bantu,NEGATIF
assalamualaikum knp aplikasi udah download masuk email nomor telepon knp gk masuk masuk,NEGATIF
daftar ga sih,NEGATIF
aplikasi bantu sy dlm kait vaksinasi,NEGATIF
dah apgred ko  gk buka,NEGATIF
sederhana utk daftar pedulilindungi lansia terimakasih,NEGATIF
tanggal mundur input tanggal lahir susah guna aplikasi wajib mundur gila gila lahir   bayang mundur   bayang gila gaaaaaa susahhhhhhhhhhhhhh,NEGATIF
mohon bantu kolom vaksin muncul kiam apliksai karna aplikasi muncul mohon info,NEGATIF
aplikasi busuk ga guna vaksin jaman es ga terupdate login tmpt  wisata ga lancar busuk pokok,NEGATIF
dukung aplikasi,NEGATIF
ambil seterfikat vaksin aja ribet susah update enak,NEGATIF
bantu,NEGATIF
mantap bantu pergi bandara validasi aplikasi repot  antri bandara,NEGATIF
gak manfaat aplikasi sampah paksa,NEGATIF
,NEGATIF
klaim sertifikat vaksin kali entri lahir,NEGATIF
baik disiplin prokes wajib patuh,NEGATIF
jgn karna ga buka sertifikat vaksin,NEGATIF
asalamualaikum bpk kemenkes say bantu nya sya nma try hariyanto udh mlkn vksin   tggl       tp sampe sekrg blm jg mndptkn surt undngn yg   mhon bntuan nya bpk yg sy hormty,NEGATIF
keren terimakasih bnyk layan,NEGATIF
mohon bantu klaim sertifikat vaksin coba ulang ulang kali solusi mohon tanggap sekian terimakasih,NEGATIF
aplikasi guna parah masak bukak aplikasi gimana si niat gak si aplikasi hapus wajib sekolah tuntut donlod apk gak menuhin ruang simpan aja,NEGATIF
aplikasi bantu,NEGATIF
muas,NEGATIF
kecewa sdh vaksin kali merah mohon baik nya ya,NEGATIF
bantu tiket vaksin sertifikat vaksin barcode,NEGATIF
tomorrow truss sih gimana,NEGATIF
aplikasi,NEGATIF
sial dh update sertifikat babi ni aplikasi,NEGATIF
ekonomi bangsa ga maju pake apk kalo mana ,NEGATIF
tolong developer fitur login anak anak aplikasi milik ktp anak fitur fitur scan qr code masuk tanggal lahir nik error alas sesuai nama nik ktp tolong developer fiturnya moga capai earing,NEGATIF
gampang utk vaksin,NEGATIF
tingkat update data,NEGATIF
istri vaksin boster puskesmas kec krian kab sidoarjo jawa timur tgl   jan   jam     jam sertifikat terbit trmksh,NEGATIF
bagus banget pakai bingung lengkap data,NEGATIF
lengkap erti guna menu aplikasi,NEGATIF
max hy   nunggu   payah deh,NEGATIF
bantu,NEGATIF
fungsi pergi,NEGATIF
manfaat,NEGATIF
mantap manfaat,NEGATIF
gimana ya peduli lindung buka update,NEGATIF
akun pakai orang chek in aplikasi pakai orang chek in salah mall vaksin rumah akun pakai   aplikasi beda hp pemberitahuan kode otp apa tolong baik system aman,NEGATIF
instal desember   tampil lokasi buat bawa services resmi gak aplikasi fungsi update tgl   januari   aplikasi pakai moga aplikasi fungsi lancar tks,NEGATIF
bantu masyarakat,NEGATIF
singkat   jam vaksin muncul hasil   x akses muncul hasil,NEGATIF
kiraen yg keluh yg kel   aja cape geser  nya yg dah lansia kasihan moga baik,NEGATIF
selamat siang mohon maaf yah abis baru ngga buka peduli lindung nya langsung mohon tindak lanjut,NEGATIF
aplikasi manfaat terimakasih layan yg aplikasi pedulilindungi,NEGATIF
sertifikat vaksin muncul aplikasi ngaconyq,NEGATIF
terimakasih balas moga mudah layan madyarakat luas,NEGATIF
hallo kali kali install uninstall aplikasi akaes aplikasi buka merespon ya solusi,NEGATIF
bagus bantu,NEGATIF
perintah tolong kalo aplikasi kek gin mending kasih swasta aja kartu vaksinasi gw gak parah hasil negatif pl positif,NEGATIF
selamat sore apknya bagus banget suka bintang  ,NEGATIF
aplikasi kendala terima kasih,NEGATIF
update ga bs buka seta apk uninstall download ulang br bs buka oke,NEGATIF
knp smp skrng g dowload y aplikasi pedulilindungi,NEGATIF
loading banget salah mulu udah bener nyoba kali kali,NEGATIF
pakai scan ndak,NEGATIF
aplikasi error ga bsa buka baru,NEGATIF
mudah informasi jalan,NEGATIF
bantu butuh,NEGATIF
gimana daftar nya gagal,NEGATIF
sya vaksin   kali tpi ga klaim sertifikat suntak suntik klo ga klaim sertifikat cs wa otp doank ga bales sesuai sya voksan vaksin suntak suntik klo ga dpt sertifikat mah,NEGATIF
info lg vaksin tiga,NEGATIF
buka aplikasi lot scand datang lot,NEGATIF
foto profil ngebug gak pasang gak,NEGATIF
sempurna terkadang error,NEGATIF
ga cek sertivikat vaksin nya adeh pusing,NEGATIF
vaksin lengkap   dosis sertifikat terkadang muncul terkadang muncul,NEGATIF
ulang kali aja tdk masuk,NEGATIF
mohon isi tgl lahir ngisi tgl vaksin ngabisin jari flasback kalender segitunya ya ampun klaim sertifikat aja,NEGATIF
pakai aplikasi kendala chcek in perangkat koneksi dalam jaring ya,NEGATIF
bantu masayrakat aplikasi terimakasih,NEGATIF
nunggu tiket vaksin booster muncul kolom tiket,NEGATIF
aplikasi gaguna suruh update versi install ulang tetep gabisa masuk akun jd daftar daftar email nomor daftar goblokk,NEGATIF
bantu,NEGATIF
aplikasi nya error bug nya,NEGATIF
gimana suruh donload peduli lindung tpi sertifikat gak udah isi data tetep aj gak udh vaksin yg   smua nya gak sertifikat nya yg bner,NEGATIF
mudah klo pergi,NEGATIF
mohon bantu update aplikasi muncul hasil sertifikat vaksin yg tiga harap cek trima kasih,NEGATIF
keren bisah bantu pergi kota,NEGATIF
vaksin   kali sampe dapet sertifikat udah coba ngurus gak ubah ribet gak check in nunjukin kartu vaksin ktp,NEGATIF
aplikasi nggak,NEGATIF
aplikasi cacat update serifikat nya gak muncul,NEGATIF
terima kasih pedulilindungi udah normal mantap pokok,NEGATIF
selamat siang tolong klaim sertifikat vaksin dosis yg sdh   minggu terimakasih,NEGATIF
alhamdulillah super dahsyat mantab,NEGATIF
mudah jalan wisata urus kerja sertifikat vaksin tera lengkap,NEGATIF
trimaksih pedulilndungi,NEGATIF
mudah sulit,NEGATIF
ribet masuk tgl lahir,NEGATIF
sehat sehat lindung lindung,NEGATIF
bantu mudah cepat praktis hemat valid adequate,NEGATIF
joooos dukung program perintah putus mata rantai covid ,NEGATIF
nggak masuk aplikasi nya gimana sih kesel,NEGATIF
bagus bantu,NEGATIF
rating bagus ga mba mas admin genting klaim sertifikat aja sulit alas ketidakcocokan vaksin tanggal vaksin yg isi sesuai kartu vaksin cooldown coba klaim sertifikat esok hari tolong baik terimakasih,NEGATIF
sertifikat vaksin buka kali coba mhn jelas,NEGATIF
bantu,NEGATIF
bagus kadang loading bsnyak yg akses,NEGATIF
sdh vaksin aplikasi warna kuning vaksinasi trus data tukar orang aplikasi nama orang yg aplikasi ya,NEGATIF
permisi gk cek kartu vaksin sya sya sdh  x vaksin gk ni aplikasi ny,NEGATIF
moga batu orang indonesia aamin,NEGATIF
trimkasih peduli lindung,NEGATIF
bantu,NEGATIF
donlot versi baru nya,NEGATIF
mudah syarat pergi karna paket komplit syarat jalan,NEGATIF
data,NEGATIF
tolong jalan daerah,NEGATIF
tiada iklan,NEGATIF
tingkat bintang    ,NEGATIF
aplikasi diupdate diupdate diuninstal udah diuninstal diinstal ulang gak hari   tunda sinyal internet oke pulsa data internet hp spek yg aplikasi nasib yg hp,NEGATIF
alhamdulillah aplikasi bantu,NEGATIF
ijin knp surat vaksin yg muncul surat vaksin orang aplikasi peduli lindung ya ya masuk data surat vaksin  ,NEGATIF
ga buka urgen,NEGATIF
mohon baik opsi ttl yg ribet gagal mulu bikin sertifikat vaksin pdahal ngisi bener kgak slah ken ah,NEGATIF
aplikasi bantu,NEGATIF
bantu terimakasih pedulilindungi,NEGATIF
manfaat efektif,NEGATIF
data update sdh lapor email tp tdk update sdh vaksin tgl   maret aplikasi websitenya periksa sertifikat riwayat vaksin klo nik no telp daftar,NEGATIF
enak peduli lindung masuk gedung gasusah,NEGATIF
data lengkap bagus,NEGATIF
aplikasi bodoh eror debat security kantor masuk debat tugas busway masuk aplikasi bodoh ngambek hape modar selamat jenius,NEGATIF
jelek minus plus,NEGATIF
hasil vaksinasi aplikasi web peduli lindung sinkron,NEGATIF
kali tes antigen riwayat masuk app sudaj vaksin  x status merah yg tdk pergi mana dn daftar vaksin,NEGATIF
kembang sesuai butuh masyarakat indonesia,NEGATIF
laksana cepat alhamdulillah vaksin insyaallah tinggal tinggal tunggu vaksin tiga terima kasih,NEGATIF
bantu mudah cari imformasi,NEGATIF
ga donglot aplikasi udah gitu aja,NEGATIF
ya kemarin cek hijau cek merah,NEGATIF
batu mudah,NEGATIF
bantu perlu kerja,NEGATIF
aplikasi eror menggangu aktifitas masuk ruang,NEGATIF
update versi baru ga masuk lgsng trus diinstall ulang lg klo scan qrcode ga gagal trus klo masuk kerja scan qr code susah klo,NEGATIF
bantu,NEGATIF
terima kasih bantu peduli lindung do a baik aplikasi semangat,NEGATIF
selamat pagi developer aplikasi kurang kali log out log in baca scan qr aplikasi update hp restart ulang uninstall intall mending bagus aplikasi model cari zonasi scan qr,NEGATIF
aplikasi pedulilindungi hp tdk bs baru,NEGATIF
manfaat bantu dlm jalan,NEGATIF
bantu,NEGATIF
mudah bantu,NEGATIF
tolong baik update buka aplikasi,NEGATIF
bantu,NEGATIF
ehh pliss bntu developer masuk apk nya scan kelas tpi pas masuk keluar pikir suruh update pas buka play store gk ad update nya huhu gmn ni,NEGATIF
aplikasi masuk nggk dpt kode,NEGATIF
bantu jalan mana,NEGATIF
 napa update merah benerin yg bikin update noob,NEGATIF
ko merah ni habis upgret suuuueeeee,NEGATIF
vaksin   sms sdh  bln sdh vaksin komplain bilang srh nunggu nnti proses email telpon operator   yg untung pegang kertas fisik vaksin  bukti aplikasi negara ancur ribu orang nasib,NEGATIF
sumpah jelek banget klaim sertifikat aja ribet gak sampe emosi gak ngasih rating jelek aplikasi kali aplikasi bener jelekkk mudah sulit,NEGATIF
parah update buka,NEGATIF
tajak sdh vacin  jd vacin boster  tunggu makasih,NEGATIF
update update gak buka apl nya tolong baik,NEGATIF
kadang fungsi terkadang,NEGATIF
aplikasi ngga beres ngebug,NEGATIF
bantu,NEGATIF
eror check in riwayat jalan mesti hapus tolong aplikasi,NEGATIF
min vaksin booster tulis hak terima vaksin nya tp tiket ga muncul,NEGATIF
bagus aplikasi batu tangan covid ,NEGATIF
diupdate ikut versi baru status merah mohon baik aplikasi,NEGATIF
bergunasekali,NEGATIF
aplikasi bagus praktis guna,NEGATIF
mohon maaf apk nya macet ga buka gimana ya,NEGATIF
mudah cek in pergi,NEGATIF
status vaksin ubah ubah vaksin   x kadang hijau kadang merah,NEGATIF
kali scan barcode gagal check in,NEGATIF
bantu good,NEGATIF
ndftar aplikasi udah sesuai tanggal lahir nik nama udah bnar ajah sulit suruh klik gambar ngga guna,NEGATIF
buruk tst covid tpi update,NEGATIF
alam slalu jalan,NEGATIF
sertifikat vaksin ya tgl   oktober   vaksin vaksin tanggal   november   ya kendala daerah pusat kendala sinyal onlline mohon bantu karna butuh sertifikat vaksin covid   sesuai anjur perintah vaksin sulit terima kasih,NEGATIF
dlm pantau situasi kondisi tdk cemar wabah sakit,NEGATIF
penialain sya hapus dr komplain sya tdk tanggapin dg serius nik sya dpakai org tdk kenal sdh email tlp cs tp cs mnyuruh mncri tmpt vaksin yg tdk ktp untg tmn yg bsa bntu sya sdh  x vaksin pfizer yg jd mslah apl trdftar dg vksn astra zaneca vksn yg dpkai org yg mmkai nik sya bru vaksin mnyulitkan sya dmn apl mjd patok t  utk beraktifitas kshln bkn dr sya tp dr apl yg tdak mghapus data untk dibenarkn,NEGATIF
lucu ya apknya vaksin dosis cek status warna kuning vaksin dua cek hari vaksin warna hijau barusan cek lg   minggu vaksin status ubah warna merah guna vaksin lengkap status merah,NEGATIF
ga buka ribet bintang   payah scan lambat kadang eror sertipikat vaksin sampe   aplikasi blm vaksin sampe susah masuk mall mana susah ga masuk tanda merah update susah susah orang ribeet bikin ribet aja,NEGATIF
sinyal lelet tolong kembang tampil,NEGATIF
muas,NEGATIF
abis update ngga buka aplikasi mana scan barcode pake aplikasi kalo bikin ribet,NEGATIF
udah update aplikasi muncul gambar,NEGATIF
terimakasih bantu check in yg,NEGATIF
barusan baru eee gak akses barua lancar lancar aja gimana,NEGATIF
ngasih bintang   hadiah ya,NEGATIF
situasi pandemi panjang aplikasi mutlak butuh guna,NEGATIF
sertifikat vaksin ga nongol pake vaksin non perintah dah telpon call center dah data ulang jg tetep aje ga nongol,NEGATIF
maaf aplikasi update gabisa buka ya tolong arah,NEGATIF
user experience nya baik nomor ponsel orang beda,NEGATIF
knp g sertifikasnya,NEGATIF
anjrit uda   x vaksin status merah,NEGATIF
sdh oke oce gak tokcer,NEGATIF
gak claim sertifikat vaksin jelek bgt apk nya,NEGATIF
ga buka apk ya udah kerja masuk hrs barcod lambat masuk kerja isi data,NEGATIF
bantu,NEGATIF
assalamualaikum komplen vaksin sertifikat nya gak udah update sertifikat nya gak,NEGATIF
bantu informasi,NEGATIF
udah vaksin   kali sertifikat vaksin ndak muncul bikin bingung tolong susah nyari duit bikin susah ga baharu aplikasi kalo ruwet,NEGATIF
kadang kalo ngescan suka ngebug trus pas check out udah klik check out titik udah bagus sih,NEGATIF
manfaat,NEGATIF
selamat malam ijin tugas arah customer scan barcode peduli lindung dapat jam     merah hasil scan mayoritas vaksin   kali mohon aplikator ada orang sehat terang aplikasi peduli lindung bilang sakit manipulasi orang bareng sakit keluh sehat sehat,NEGATIF
bagus tolong sulit,NEGATIF
udah download kembali data sinyal bagus banget eh suruh download guru grup download deh eh nggk,NEGATIF
bantu,NEGATIF
status pedulilindungi ubah warna merah cari tau update apk nya yg bener aja update akan kucil gejala kena apk yg gak bener apk malu,NEGATIF
gimana selesai vaksin     kode warna peduli lindung merah olah terima vaksin maksud sertifikat nya peduli lindung tolong benarin data thx,NEGATIF
udah  x vaksin sertifikat cm kluar   coba klaim sertifikat susah bener respon nya lelet bgt coba klo bikin aplikasi tuh yg user friendly and convenient bnyk ajar deh sm apk bca mobile,NEGATIF
alhamdulillah sudahdapat akses aplikasi bantu terimakasih,NEGATIF
guna,NEGATIF
bagus apps,NEGATIF
isi tanggal lahir looooh,NEGATIF
paksinasi udah bulan sertifikat nya yg koq blum sedia trus gimana tolong tingkat,NEGATIF
mohon maaf vaksinasi   kali sertifikat vaksin   vaksin  ,NEGATIF
gak buka,NEGATIF
pleaseee atuh gw tuh pkl bentar sertifikat vaksin kalo kagak gimana pokok gw tanggung anjg gimana sih perintah kagak belul bikin aplikasi,NEGATIF
alhamdulillah pergi mana rintang nyata hijau ikut atur anjur perintah perihal corona virus disease terimakasih langsung lindung pribadi lindung keluarga masyarakat ganas covid,NEGATIF
ingat aplikasi henti ya,NEGATIF
buka ga,NEGATIF
history jalan hilang fungsi kontrol nya mana,NEGATIF
terkadang pakai,NEGATIF
bagus aplikasi nya bnyak bantu jalan,NEGATIF
bantu,NEGATIF
bawa surat faksin bawa ponsel sertifikat faksinnya pedulilindungi hujan khawatir surat basah sobek mall belanja scan kode pintu masuk mall,NEGATIF
ga pe lu check manual lg sdh data bagus bgt aplikasi kyak gin,NEGATIF
daftar pake no hp bapa sertifikat vaksin masuk akun bapa bikin akun perlu sekolah udah masukin nama nik ttl robot tida trus klo pergi bawa hp bapa,NEGATIF
skrng klo pergi k yg memberitakukan sertifikat vaksin tinggl buka aja apl peduli lindung sngat mudh lo,NEGATIF
yg makek karna sekolah,NEGATIF
bantu giat,NEGATIF
vaksin negeri daftar email verifikasi sdh   tunggu pergi karena aplikasi tolong data verifikasi email pusat bantu dapet balas,NEGATIF
udah vaksin tpi cek blm kluar sertifikat vaksin ny,NEGATIF
susah konek server,NEGATIF
update trus moga pelayanannyaaa,NEGATIF
susah klim sertifikasi vaksin instal aplikasi bikin emosi aja coba gagal,NEGATIF
aplikasi aneh hp hilang kartu gabisa login ga fitur balikin akun tanggal vaksin   ya udah lupa,NEGATIF
habis update gak buka,NEGATIF
bantu,NEGATIF
blm vaksin   lewat msh,NEGATIF
so far fungsi dgn,NEGATIF
bagus,NEGATIF
klaim vaksin captcha nya disalahin mulu attempt again tomorrow mohon tingkat,NEGATIF
butuh,NEGATIF
buka scanner barcode,NEGATIF
aplikasi  ribet,NEGATIF
bantu tugas percaya gitu,NEGATIF
aplikasi cipta karna pandemi moga pandemi covid   cepat hilang dunia,NEGATIF
taki ngapain sih pake ake orang musibah aja gara gara aplikasi nggk tinggal mobil tolong tolong respon komentar nggk deteksi orang corona pake paham kelen ribet kelen tolong pikir tj orang duduk aja udah kontak fisik aja pake nggak waras,NEGATIF
mudah pakai guna bawa surat sertifikat terimakasih peduli lindung,NEGATIF
amat bantu lancar giat hari,NEGATIF
guna,NEGATIF
alhamdulillah aplikasi manfaat lancar moga sehat aamiin,NEGATIF
aplikasi gak captcha salah tdk guna,NEGATIF
aplikasi gajelas tgl lahir kake gw   an gk ketik manual mencet sampe jari gw patah ntar ngotak klo bikin apliksi klo gk niat mending gak,NEGATIF
layan bagus,NEGATIF
nya bantu sulit cek sertivikat force close,NEGATIF
atur tanggal lahir ribet moga bs mudah lihat sertifikat vaksin,NEGATIF
apk gak guna kmren capta salah capta salah udah centang aja salah apk sesat umat gak guna,NEGATIF
ribet mo ngeset tanggal aja susah musti klik belkang gk kreatif yg bikin susah org,NEGATIF
bantu,NEGATIF
aplikasi tolol gak udah daftarin aja nggak klaim sertifikat vaksin,NEGATIF
peduli lindung khawatir masuk gedung kemall photo dihp yg dipaksain,NEGATIF
data masuk tp tdk temu srtifikat coba web jd nih sistem data ga bagus,NEGATIF
aplikasi nya bagus bantu,NEGATIF
aplikasi manfaat,NEGATIF
vaksin   tp sertifikat gimana,NEGATIF
mudah manfaat,NEGATIF
bantu masuk mall,NEGATIF
bagus,NEGATIF
update knp aplikasi tolong perbaikin dgn ios yg hp hp jadul dgn ios yg,NEGATIF
aplikasi peduli lindung bagus,NEGATIF
senang aplikasi informasi,NEGATIF
